DEPARTAMENTO	SETOR	SECRETARIA	SECRETARIA.1
COORDENADORIA DE PRODUÇÃO	DTP	SAGA	DTP
COORDENADORIA DE PRODUÇÃO	DTP	SAGA	DTP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICO - SANTARÉM	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICO - SANTARÉM	CIME - INTERIOR	SAGO	CIME
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - MARABÁ	ASI - INTERIOR	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SALINÓPOLIS	UCR SALINÓPOLIS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BRAGANÇA	UCR BRAGANÇA	SAGO	DAP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - SANTARÉM	ASI - INTERIOR	SAGO	ASI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ITAITUBA	UCR ITAITUBA	SAGO	DAP
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARABÁ	UCR MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE MARABÁ	CCP MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARABÁ	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MOCAJUBA	UCR MOCAJUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE PARAUAPEBAS	UCR PARAUAPEBAS	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
GERÊNCIA DE ENSINO PROFISSIONALIZANTE	DRS	SAGA	DRS
COORDENADORIA DE ASSISTÊNCIA AO EGRESSO E FAMÍLIA	DRS	SAGA	DRS
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
NÚCLEO DE COMUNICAÇÃO	NCS	SAGA	NCS
NÚCLEO DE COMUNICAÇÃO	NCS	SAGA	NCS
COORDENADORIA DE PRODUÇÃO	DTP	SAGA	DTP
GERÊNCIA DE COMERCIALIZAÇÃO	DTP	SAGA	DTP
NÚCLEO DE COMUNICAÇÃO	NCS	SAGA	NCS
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
ASSESSORIA DE SEGURANÇA INSTITUCIONAL - CAPANEMA	ASI - INTERIOR	SAGO	ASI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE BREVES	UCR BREVES	SAGO	DAP
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CASTANHAL	UCR CASTANHAL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
UNIDADE PENITENCIÁRIA DE SEGURANÇA MÁXIMA I	UPMAX I	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE - SANTARÉM	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
DIRETORIA DE GESTÃO DE PESSOAS	DGP	SAGA	DGP
DIRETORIA DE GESTÃO DE PESSOAS	DGP	SAGA	DGP
GABINETE DO SECRETÁRIO ADJUNTO DE GESTÃO ADMINISTRATIVA	SAGA	SAGA	SAGA
GABINETE DO SECRETÁRIO ADJUNTO DE GESTÃO ADMINISTRATIVA	SAGA	SAGA	SAGA
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE MARABÁ	URRS MARABÁ	SAGO	DAP
UNIDADE DE REINSERÇÃO DE REGIME SEMIABERTO DE MARABÁ	URRS MARABÁ	SAGO	DAP
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
ASSESSORIA DE SEGURANÇA INSTITUCIONAL	ASI	SAGO	ASI
COORDENADORIA DE PRODUÇÃO	DTP	SAGA	DTP
COORDENADORIA DE TRABALHO E PRODUÇÃO	DTP	SAGA	DTP
GERÊNCIA DE ENSINO PROFISSIONALIZANTE	DRS	SAGA	DRS
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COORDENADORIA DE EDUCACAO PRISIONAL	DRS	SAGA	DRS
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA I	UCR MARITUBA I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA I	UCR MARITUBA I	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA I	UCR MARITUBA I	SAGO	DAP
COORDENADORIA DE TRANSPORTE - SANTA IZABEL	CTRANS - POLOS	SAGA	DLPI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
COMANDO DE OPERAÇÕES PENITENCIÁRIA	COPE	SAGO	COPE
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAMETÁ	UCR CAMETÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL V	UCR SANTA IZABEL V	SAGO	DAP
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
COORDENADORIA DE TRANSPORTE	CTRANS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
PREFEITURA DA SEDE	DAP	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TOMÉ-AÇU	UCR TOMÉ-AÇU	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTA IZABEL	CCP SANTA IZABEL	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE CAPANEMA	UCR CAPANEMA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE MARABÁ	UCRF MARABÁ	SAGO	DAP
COORDENADORIA DE TRANSPORTE - MARITUBA	CTRANS - POLOS	SAGA	DLPI
DIRETORIA DE ADMINISTRAÇÃO PENITENCIÁRIA	DAP	SAGO	DAP
SEGURANÇA DA SEDE	DAP	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE MARITUBA III	UCR MARITUBA III	SAGO	DAP
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
CENTRAL INTEGRADA DE MONITORAMENTO ELETRÔNICA - MARABÁ	CIME - INTERIOR	SAGO	CIME
COORDENADORIA DE ENGENHARIA E ARQUITETURA	DLPI	SAGA	DLPI
DIRETORIA DE LOGÍSTICA PATRIMÔNIO E INFRAESTRUTURA	DLPI	SAGA	DLPI
PREFEITURA DA SEDE	DAP	SAGO	DAP
GERÊNCIA DE SERVIÇOS GERAIS	DLPI	SAGA	DLPI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO	NTI	SAGA	NTI
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
GRUPO DE AÇÕES PENITENCIÁRIAS	GAP	SAGO	GAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE VITÓRIA DO XINGU	UCRF VITÓRIA DO XINGU	SAGO	DAP
COORDENADORIA DE TRANSPORTE - VITÓRIA DO XINGU	CTRANS - POLOS	SAGA	DLPI
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE ABAETETUBA	UCR ABAETETUBA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTA IZABEL III	UCR SANTA IZABEL III	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
CENTRAL DE CUSTÓDIA PROVISÓRIA DE SANTARÉM	CCP SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO FEMININA DE SANTARÉM	UCRF SANTARÉM	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE TUCURUÍ	UCR TUCURUÍ	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SANTARÉM	UCR SANTARÉM	SAGO	DAP
